NYJ,24,PIT,20,4,2022
BUF,23,BAL,20,4,2022
LAC,34,HOU,24,4,2022
ARI,26,CAR,16,4,2022
GB,27,NE,24,4,2022
LV,32,DEN,23,4,2022
KC,41,TB,31,4,2022
SF,24,LAR,9,4,2022
IND,12,DEN,9,5,2022
NYG,27,GB,22,5,2022
BUF,38,PIT,3,5,2022
LAC,30,CLE,28,5,2022
MIN,29,CHI,22,5,2022
NE,29,DET,0,5,2022
NO,39,SEA,32,5,2022
NYJ,40,MIA,17,5,2022
TB,21,ATL,15,5,2022
TEN,21,WSH,17,5,2022
HOU,13,JAX,6,5,2022
SF,37,CAR,15,5,2022
DAL,22,LAR,10,5,2022
PHI,20,ARI,17,5,2022
BAL,19,CIN,17,5,2022
KC,30,LV,29,5,2022
WSH,12,CHI,7,6,2022
ATL,28,SF,14,6,2022
NE,38,CLE,15,6,2022
NYJ,27,GB,10,6,2022
IND,34,JAX,27,6,2022
MIN,24,MIA,16,6,2022
CIN,30,NO,26,6,2022
NYG,24,BAL,20,6,2022
PIT,20,TB,18,6,2022
LAR,24,CAR,10,6,2022
SEA,19,ARI,9,6,2022
BUF,24,KC,20,6,2022
PHI,26,DAL,17,6,2022
LAC,19,DEN,16,6,2022
ARI,42,NO,34,7,2022
CIN,35,ATL,17,7,2022
DAL,24,DET,6,7,2022
TEN,19,IND,10,7,2022
WSH,23,GB,21,7,2022
CAR,21,TB,3,7,2022
NYG,23,JAX,17,7,2022
BAL,23,CLE,20,7,2022
NYJ,16,DEN,9,7,2022
LV,38,HOU,20,7,2022
SEA,37,LAC,23,7,2022
KC,44,SF,23,7,2022
MIA,16,PIT,10,7,2022
CHI,33,NE,14,7,2022
BAL,27,TB,22,8,2022
DEN,21,JAX,17,8,2022
ATL,37,CAR,34,8,2022
DAL,49,CHI,29,8,2022
MIA,31,DET,27,8,2022
MIN,34,ARI,26,8,2022
NO,24,LV,0,8,2022
NE,22,NYJ,17,8,2022
PHI,35,PIT,13,8,2022
TEN,17,HOU,10,8,2022
WSH,17,IND,16,8,2022
SF,31,LAR,14,8,2022
SEA,27,NYG,13,8,2022
BUF,27,GB,17,8,2022
CLE,32,CIN,13,8,2022
PHI,29,HOU,17,9,2022
LAC,20,ATL,17,9,2022
MIA,35,CHI,32,9,2022
CIN,42,CAR,21,9,2022
DET,15,GB,9,9,2022
NE,26,IND,3,9,2022
NYJ,20,BUF,17,9,2022
MIN,20,WSH,17,9,2022
JAX,27,LV,20,9,2022
SEA,31,ARI,21,9,2022
TB,16,LAR,13,9,2022
KC,20,TEN,17,9,2022
BAL,27,NO,13,9,2022
CAR,25,ATL,15,10,2022
TB,21,SEA,16,10,2022
MIN,33,BUF,30,10,2022
DET,31,CHI,30,10,2022
TEN,17,DEN,10,10,2022
KC,27,JAX,17,10,2022
MIA,39,CLE,17,10,2022
NYG,24,HOU,16,10,2022
PIT,20,NO,10,10,2022
IND,25,LV,20,10,2022
GB,31,DAL,28,10,2022
ARI,27,LAR,17,10,2022
SF,22,LAC,16,10,2022
WSH,32,PHI,21,10,2022
TEN,27,GB,17,11,2022
ATL,27,CHI,24,11,2022
BUF,31,CLE,23,11,2022
PHI,17,IND,16,11,2022
NE,10,NYJ,3,11,2022
NO,27,LAR,20,11,2022
DET,31,NYG,18,11,2022
BAL,13,CAR,3,11,2022
WSH,23,HOU,10,11,2022
LV,22,DEN,16,11,2022
DAL,40,MIN,3,11,2022
CIN,37,PIT,30,11,2022
KC,30,LAC,27,11,2022
SF,38,ARI,10,11,2022
BUF,28,DET,25,12,2022
DAL,28,NYG,20,12,2022
MIN,33,NE,26,12,2022
CLE,23,TB,17,12,2022
CIN,20,TEN,16,12,2022
MIA,30,HOU,15,12,2022
NYJ,31,CHI,10,12,2022
WSH,19,ATL,13,12,2022
CAR,23,DEN,10,12,2022
JAX,28,BAL,27,12,2022
LAC,25,ARI,24,12,2022
LV,40,SEA,34,12,2022
KC,26,LAR,10,12,2022
SF,13,NO,0,12,2022
PHI,40,GB,33,12,2022
PIT,24,IND,17,12,2022
BUF,24,NE,10,13,2022
PIT,19,ATL,16,13,2022
GB,28,CHI,19,13,2022
DET,40,JAX,14,13,2022
MIN,27,NYJ,22,13,2022
WSH,20,NYG,20,13,2022
PHI,35,TEN,10,13,2022
BAL,10,DEN,9,13,2022
CLE,27,HOU,14,13,2022
SEA,27,LAR,23,13,2022
SF,33,MIA,17,13,2022
CIN,27,KC,24,13,2022
LV,27,LAC,20,13,2022
DAL,54,IND,19,13,2022
TB,17,NO,16,13,2022
LAR,17,LV,16,14,2022
BUF,20,NYJ,12,14,2022
CIN,23,CLE,10,14,2022
DAL,27,HOU,23,14,2022
DET,34,MIN,23,14,2022
JAX,36,TEN,22,14,2022
PHI,48,NYG,22,14,2022
BAL,16,PIT,14,14,2022
KC,34,DEN,28,14,2022
SF,35,TB,7,14,2022
CAR,30,SEA,24,14,2022
LAC,23,MIA,17,14,2022
NE,27,ARI,13,14,2022
SF,21,SEA,13,15,2022
MIN,39,IND,36,15,2022
CLE,13,BAL,3,15,2022
BUF,32,MIA,29,15,2022
PHI,25,CHI,20,15,2022
NO,21,ATL,18,15,2022
DET,20,NYJ,17,15,2022
PIT,24,CAR,16,15,2022
JAX,40,DAL,34,15,2022
KC,30,HOU,24,15,2022
DEN,24,ARI,15,15,2022
LV,30,NE,24,15,2022
LAC,17,TEN,14,15,2022
CIN,34,TB,23,15,2022
NYG,20,WSH,12,15,2022
GB,24,LAR,12,15,2022
JAX,19,NYJ,3,16,2022
BUF,35,CHI,13,16,2022
NO,17,CLE,10,16,2022
KC,24,SEA,10,16,2022
MIN,27,NYG,24,16,2022
CIN,22,NE,18,16,2022
CAR,37,DET,23,16,2022
BAL,17,ATL,9,16,2022
HOU,19,TEN,14,16,2022
SF,37,WSH,20,16,2022
DAL,40,PHI,34,16,2022
PIT,13,LV,10,16,2022
GB,26,MIA,20,16,2022
LAR,51,DEN,14,16,2022
TB,19,ARI,16,16,2022
LAC,20,IND,3,16,2022
DAL,27,TEN,13,17,2022
ATL,20,ARI,19,17,2022
DET,41,CHI,10,17,2022
KC,27,DEN,24,17,2022
NE,23,MIA,21,17,2022
NYG,38,IND,10,17,2022
NO,20,PHI,10,17,2022
TB,30,CAR,24,17,2022
CLE,24,WSH,10,17,2022
JAX,31,HOU,3,17,2022
SF,37,LV,34,17,2022
SEA,23,NYJ,6,17,2022
GB,41,MIN,17,17,2022
LAC,31,LAR,10,17,2022
PIT,16,BAL,13,17,2022
KC,31,LV,13,18,2022
JAX,20,TEN,16,18,2022
ATL,30,TB,17,18,2022
BUF,35,NE,23,18,2022
MIN,29,CHI,13,18,2022
CIN,27,BAL,16,18,2022
HOU,32,IND,31,18,2022
MIA,11,NYJ,6,18,2022
CAR,10,NO,7,18,2022
PIT,28,CLE,14,18,2022
PHI,22,NYG,16,18,2022
WSH,26,DAL,6,18,2022
DEN,31,LAC,28,18,2022
SEA,19,LAR,16,18,2022
SF,38,ARI,13,18,2022
DET,20,GB,16,18,2022
SF,41,SEA,23,19,2022
JAX,31,LAC,30,19,2022
BUF,34,MIA,31,19,2022
NYG,31,MIN,24,19,2022
CIN,24,BAL,17,19,2022
DAL,31,TB,14,19,2022
KC,27,JAX,20,20,2022
PHI,38,NYG,7,20,2022
CIN,27,BUF,10,20,2022
SF,19,DAL,12,20,2022
PHI,31,SF,7,21,2022
KC,23,CIN,20,21,2022
KC,38,PHI,35,22,2022
